카테고리,제목,주최/주관,접수기간,D-day,조회수,저장,댓글,포스터,상세 링크,상금,상세 내용
기획/아이디어,청년 바다마을 조성 설계 아이디어 공모전,해양수산부,2024년 12월 27일(금) ~ 2월 27일(목),D-6,"3,778",0,0,https://cf-cpi.campuspick.com/activity/17352728502027_thumb.jpg,https://www.campuspick.com/contest/view?id=27502,3천만원~1천만원,"■ 공모주제  - 청년층이 귀어 정착을 종합 지원하기 위한 '청년마다마을 조성사업'에 청년들의 시각을 반영한 창의적인 설계 아이디어 발굴    ■ 참가대상 및 참가유형  - `24.0 12. 27 기준 만 19세 ~ 39세 인 대학생 및 대학원생  - 개인 또는 팀을 구성(3인 이내)하여 참가 가능    ■ 공모내용  - 청년바다마을에 대한  ①조감도 ②단지계획도 ③단위세대 평면도 ④특화계획    ■ 시상내역  - 대상(1) 상금 1,000만원 및 해양수산부장관상  - 우수상(1) 상금 500만원 및 한국어촌어항공단 이사장상  - 장려상(2) 각 상금 250만원 및 한국어촌어항공단 이사장상    ■ 공모일정  - 공모 : 24. 12. 27.  - 사전질의 : `25. 1. 8. ~ 1. 17.  - 응모접수 : `25. 2. 27.  - 결과발표 : `25. 3월중    ■ 사전 질의접수  - 접수기간 : 2025. 1. 8.(수) ~ 1. 17.(금) 18:00  - 접수방법 : 귀어귀촌종합센터 홈페이지 커뮤니티 > 공모전 QnA (www.sealife.go.kr)    ■ 작품 응모접수  - 접수일 : 2025. 2. 27.(목) 10:00 ~ 18:00  - 접수방법 : 귀어귀촌종합센터 홈페이지를 통한 온라인 접수    ■ 안내 및 문의  - 공모전에 대한 세부 사항은 홈페이지 공지사항 공고문 및 공모지침 참조  - 기타 문의 : 귀어귀촌종합센터 1899-9597 (평일 09:00 ~18:00)"
기획/아이디어,[재단법인 미래와소프트웨어] 정보보안 SW 웹/앱 개발 공모전,재단법인 미래와소프트웨어,2024년 12월 13일(금) ~ 3월 7일(금),D-14,"8,438",0,0,https://cf-cpi.campuspick.com/activity/1735807212593815_thumb.jpg,https://www.campuspick.com/contest/view?id=27447,"5,000,000원","재단법인 미래와소프트웨어 제5회 아이디어 공모전 상금 1,300만원! 현직 전문가와의 심도 있는 멘토링 기회까지!  공모자격: 전국 대학(원)생 개인 또는 팀(2~4인) 공모주제: InfoSec 관련 다양한 하위 주제와 이를 해결할 수 있는 웹/앱 실천 아이디어 제안 세부주제(택 1) : M-Security, e-Privacy, AI, DeepFake, Industrial Cyber Defense, 기타 * 해당 주제 융합 및 다양한 정보보안 주제 관련 아이디어 제안 가능 제출서류 : 참가신청서(서약서, 개인정보 동의서), 기획서, 웹/앱 개발 페이지 등 기타사항: 1차 서면심사 통과팀 대상 웹/앱 개발 현직전문가와의 멘토링 진행. 보완·발전 단계를 거쳐 최종 발표심사 참여  세부일정 ① 공모접수 24.12.13.(금)~25.3.7.(금) ② 서면심사 3.11.(화)~3.17.(월) ③ 전문가 멘토링 3.20.(목)~3.23.(일) * 온라인 ④ 수정제출 3.23.(일)~3.26.(수) ⑤ 최종 발표심사 3.28.(금) * 온라인 ⑥ 수상자 발표 4.4.(금) * 공모접수 기간 외 상기 일정은 변동 가능  시상내역: 6팀, 총상금 1,300만원 - 대상(1팀) : 상금 500만원, 개발자용 고사양 노트북 1대 - 최우수상(1팀) : 상금 300만원, 고사양 모니터 1대 - 우수상(2팀) : 150만원 - 장려상(2팀) : 100만원  공모전 사이트 : https://edu.ggumeasy.com/?pn=product.view&pcode=Z7109-W6080-V3918 공고전 관련기사 https://www.eduplusnews.com/news/articleView.html?idxno=13506 https://www.eduplusnews.com/news/articleView.html?idxno=12910 https://www.eduplusnews.com/news/articleView.html?idxno=12619"
기획/아이디어,2025년 제23회 포천시민의날 시민공모전,포천시,2월 17일(월) ~ 3월 18일(화),정보 없음,18,0,0,https://cf-cpi.campuspick.com/activity/1739844665404628_thumb.jpg,https://www.campuspick.com/contest/view?id=28046,1천만원이하,"시민이 함께 만드는 더 큰 행복, 더 큰 포천시민의 날 ■ 공모기간: 2025. 2. 17.(월)~2025. 3. 18.(화) [30일간] ■ 참가대상: 포천시에 관심 있는 누구나  ■ 공모분야: 시민이 함께 만들어가는 포천시민의 날 ? 포천시민의 날 프로그램 기획 ? 포천시민의 날 행사 기획 ■ 접수방법 - 온라인: 소통24(https://sotong.go.kr) ▶ 공모전 공고 ▶ 포천시 검색 ▶ 시민이 함께 만드는 더 큰 행복, 더 큰 포천시민의 날 공모전 클릭 ▶ 참여하기 - 이메일: leewy210@korea.kr - 우 편: (11147) 경기도 포천시 중앙로 87(신읍동), 자치행정과 - 방 문: 포천시청 자치행정과(자치행정팀) 및 포천시 읍면동 행정복지센터 ※ 2025. 3. 18.(화) 18:00까지 제출된 서류만 접수 ■ 제출서류: 붙임 서식을 이용하여 작성 제출(첨부 파일로 등록) - 제안서 1부. - 개인정보 수집?이용 및 제공 동의서 1부. ■ 최종결과 발표: 2025년 5월 중 홈페이지 게시 및 개별 통지 ■ 문의: 포천시 자치행정과 자치행정팀☎031)538-2876"
기획/아이디어,2025년 광진구 빅데이터 분석 공모전,광진구청,4월 1일(화) ~ 5월 2일(금),정보 없음,217,0,0,https://cf-cpi.campuspick.com/activity/1739864174597514_thumb.jpg,https://www.campuspick.com/contest/view?id=28032,"3,000,000원","2025년 광진구 빅데이터 분석 공모전  서울특별시 광진구에서는 공공데이터 및 민간데이터를 다방면으로 분석하여 체감도 높은 정책 아이디어를 발굴하고, 데이터 분석에 기반을 두어 공익적 아이디어를 제안하는 문화를 확산하기 위해, ‘2025년 광진구 빅데이터 분석 공모전’을 다음과 같이 개최하니 많은 참여 바랍니다.  1. 공모주제 : 광진구 현안 관련 자유주제 및 지정주제 ? 지정주제(심사점수의 5% 가점 부여) 1) 도로 결빙 예방을 위한 열선 설치 우선 도로 분석 2) 착한 가격업소 신규 발굴 3) 거주인구와 통행을 고려한 서울형 키즈카페 입지 분석 4) 어린이공원 입지 분석 2. 응모조건 : 광진구에 관심 있는 전 국민 ※ 개인 또는 팀(대표자 포함 4인 이내)을 구성하여 참가 가능 3. 응모형식 : PDF 형식으로 20매 이내의 분석결과서 및 1매의 요약본 제출 4. 응모방법 : 온라인 접수(광진구청 홈페이지 ▶ 참여소통 ▶ 온라인접수) 5. 시 상 : 대상1팀(상금 300만원), 최우수상 2팀(상금 각 100만원), 우수상 3팀(상금 각 50만원) 7. 문의처 : 서울특별시 광진구청 스마트정보과 ? 이 메 일 : ad1220@gwangjin.go.kr ? 전화번호 : 02-450-7232"
기획/아이디어,[예술X기술] 융복합콘텐츠 기획·제작 과정 <합톤> 참가자 모집!,춘천시공연예술창업지원센터,2월 17일(월) ~ 3월 12일(수),정보 없음,115,0,0,https://cf-cpi.campuspick.com/activity/1739786946665573_thumb.jpg,https://www.campuspick.com/contest/view?id=28017,"3,000,000원","춘천시공연예술창업지원센터의 또 다른 이름인'합센터'에서 진행되는'해커톤'인 <합톤>은 예술적 창의성과 기술의 교집합인 융복합콘텐츠의 프로토타입을 실험하며 스스로 만들어 보는 과정입니다.  기술을 제작 과정 전반에 활용할 수 있는 <합톤> 이라는 무대 위에서, 콘텐츠 기획 역량을 강화시키고 독창적인 아이디어를 마음껏 뽐내주실 참여팀을 기다립니다.  많은 관심과 참여 부탁드립니다!  ■ 모집대상 기술 융복합 콘텐츠를 기획·제작 하고자 하는 팀  ■ 모집기간 2025.2.17(월)~03.12(수) 24시까지  ■ 시상금 1. 최우수 1팀 300만원. 2. 우수 2팀 각 100만원.  ■ 지원내용 - 팀당 개발비 100만원, 숙소 및 식사, 센터에 비치된 공간 및 기자재 *해커톤 기간 전에도 작업 공간이나 기자재, 관사 사용 가능  ■ 접수방법 ▼ 링크 접속 ▼ https://thehab.co.kr/html/center/notice.php?pmode=read&pg=1&sno=775&part=&search_field=&search_text=  첨부된 신청서 양식에 맞춰 작성 후, habton2025@gmail.com 으로 제출  ■ 기타문의 ☎ 033-259-589, ?? habthon2025@gmail.com  ※기타 2025 <합톤>에 관한 소식은 춘천공연예술창업지원센터(HAB) SNS(@hab_place)에 업로드 됩니다!"
기획/아이디어,2025 중소기업 안전보건 혁신 사업 아이디어 공모전,재단법인 산업안전상생재단,2월 17일(월) ~ 4월 25일(금),정보 없음,538,0,0,https://cf-cpi.campuspick.com/activity/1739338542412337_thumb.jpg,https://www.campuspick.com/contest/view?id=27947,"3,000,000원","■ 공모 주제: 중소기업 안전보건 개선 지원, 안전문화 확산 등 재단 취지에 부합하는 공익사업 아이디어 제안 ■ 공모 내용(1가지 선택하여 아이디어 제출) ① 중소기업 안전보건관리체계 구축 및 이행을 지원하는 사업 아이디어 ② 중소기업 관계자의 안전보건 역량 강화를 위한 교육 및 연수 지원사업 아이디어 ③ 중소기업 특성에 적용 가능한 안전보건 첨단 기술 및 도입 방안 ④ 재단 취지에 부합하는 공익사업(장학후원, 안전문화 확산 등) 아이디어  ■ 지원 자격: 만 14세 이상 국민 누구나(개인 또는 팀) * 팀은 최대 3인(팀장 포함) 구성, 개인과 팀 중 1개 부문만 참가 가능  ■ 시상내역: 8개 아이디어 시상(총 상금 900만원) ㅇ 대상(1): 300만원 ㅇ 최우수상(1): 200만원 ㅇ 우수상(2): 100만원 ㅇ 장려상(4): 50만원  ■ 지원 방법: 붙임의 양식을 작성하여 담당자 이메일(contest@ispf.or.kr) 제출 * 신청 양식은 재단 홈페이지를 통해서 다운로드 가능  ■ 접수기간: 2025.2.17(월) ~ 2025 4.25(금) 17:00까지  ■ 문의처: (재)산업안전상생재단 사무국(02-742-7021)"
기획/아이디어,2025 드림라이언,칸 라이언즈 코리아,2월 12일(수) ~ 3월 31일(월),정보 없음,574,0,0,https://cf-cpi.campuspick.com/activity/1739238027083714_thumb.jpg,https://www.campuspick.com/contest/view?id=27925,3천만원~1천만원,"·접수기간 : 2025년 2월 12일(수) ~ 3월 31일(월) ·PT 심사 : 4월 중(개별 통보) ·시상식 : 4월 30일(수) ·참가자격 : 30세 이하 국내외 2년제 이상 대학 또는 이에 준하는 전일제 교육기관에 재학 또는 휴학 중인 개인, 팀(최대 4인) * 현업 종사자(업종 불문) 지원 불가 * 단, 그랑프리 수상자가 Student Pass 등록 제한 연령인 23세(2001.06.21 또는 이후 출생) 이상인 경우엔 Young Lion Pass(30세 이하)를 지원하며 Pass 차액은 본인 부담 ·과제 후원사 : 탄소중립녹생성장위원회, 굿피플, 행복한 나눔 ·접수방법 : 홈페이지 온라인 접수 ·제출물 : 기획서(20장 이내 PPT 슬라이드) ·심사기준 : 아이디어, 인사이트, 주제 연관성, 완성도에 따른 차등배점 적용 ·수상혜택 : ① 그랑프리 : 2025년 칸 라이언즈 페스티벌 Student Pass 2매 & 페스티벌 기간 중 숙박, 항공편, 인증서 ② 골드 : 상금 50만원, 인증서 ③ 실버 : 상금 30만원, 인증서 ④ 브론즈 : 상금 20만원, 인증서 * 본선진출 팀과 입상자 전원에게 2025 칸라이언즈 서울 입장권(70만원 상당) 제공"
기획/아이디어,2025 한복디자인 프로젝트 공모전,한국공예·디자인문화진흥원,3월 10일(월) ~ 3월 14일(금),정보 없음,496,0,0,https://cf-cpi.campuspick.com/activity/1739153959972487_thumb.jpg,https://www.campuspick.com/contest/view?id=27905,5천만원~3천만원,"직접 디자인한 한복이 새롭게 탄생할 수 있는 기회!  한복을 현대적으로 재해석하는 한복 디자인 프로젝트 공모전에 관심있으신 신진 디자이너분들의 많은 관심과 참여 바랍니다.  ?공모주제 : <한국의 숨결, 오래된 아름다움>  ?접수기간 : 2025.03.10.(월)~2025.03.14.(금) 16:00까지  ?지원자격 : 한복/패션분야 경력 5년 미만의 예비·신진 디자이너  ?수상자 혜택 ▶상금 및 상장 지원 ▶수상작 도록 제작 지원 ▶수상작 전시(8월 한복상점 내 사업홍보관)  ?접수방법 : 공진원 누리집(kcdf.kr)에서 양식 다운로드 후 작성하여 이메일(hanbokcontest@kdcf.kr) 접수  ?접수링크 : bit.ly/4hkCR6q  ?문의 : hanbokcontest@kcdf.kr"
기획/아이디어,2025 전기에너지 국민 아이디어 공모,"대한전기협회, 한국전력공사",1월 20일(월) ~ 3월 14일(금),정보 없음,"1,749",0,0,https://cf-cpi.campuspick.com/activity/1738304284203103_thumb.jpg,https://www.campuspick.com/contest/view?id=27791,"3,000,000원","■ 공모 주제 : 직류(DC)배전 확산을 위한 사업화 방안   ■ 공모 내용  ? 정책 및 제도 개선 방안(법/제도, 표준화, 규제 혁신 등)  ? 기술 및 솔루션 아이디어(공백 기술개발, 이종기술 융합 등)  ? 사업화 아이디어(경제성, e효율화 중심 비즈니스 모델)  ? 생태계 조성 및 지속가능성 아이디어(특화지역, 협력허브 등)  ? 소비자 중심 활성화 아이디어(인센티브 등)  ? 기타 창의적 아이디어   ■ 지원 자격  ? 대한민국 국민 누구나(개인 또는 3인 이내의 팀)   ■ 모집 기간  ? 2025. 1. 20(월) ~ 2025. 3. 14(금)   ■ 지원 방법  ?대한전기협회 홈페이지(https://alie.kr/5q6e6jv) 공지사항 양식 작성 후 이메일(exco@kea.kr) 제출   ■ 시상내역  ? 대상(산업통상자원부장관표창) 포함 17점(총 상금 1,050만원)"
기획/아이디어,2025 학생 철도 창의 작품전,(사)한국철도학회,1월 22일(수) ~ 3월 21일(금),정보 없음,"2,639",0,0,https://cf-cpi.campuspick.com/activity/1737533533918129_thumb.jpg,https://www.campuspick.com/contest/view?id=27756,3천만원~1천만원,"철도학회에서는 철도기술 발전 및 인재 육성을 위해, 철도산업 및 기술에 관심이 있고 또한 관련이 있는 고등학생, 대학생 및 대학원생들에게 창의성을 배양하고, 아이디어를 실용화할 수 있는 기회를 제공하기 위해 ‘2025 학생 철도 창의 작품전’을 개최하오니 학생 여러분들의 많은 참여를 바랍니다.  ▶ 행사명: 2025 학생 철도 창의 작품전 ▶ 일자: 2025년 5월 22일(목) ▶ 장소: 김대중 컨벤션센터(광주광역시 소재)  □ 참가신청 자격 ※ 홈페이지 자주하는 질문(FAQ) 필독 - 고등학생, 대학생 및 대학원생이면 누구나(재학중인 상태) - 1인 이상 5인 이하의 <팀> 구성 (고등학생, 대학생, 대학원생의 혼합팀 구성 불가)  □ 참가분야 - 철도관련 자유 주제(철도와 관련 있는 어떠한 주제(내용)이어도 무관함)  □ 주요일정 1) 1월 22일(수) ~ 3월 21일(금) 참가신청서 제출 2) 4월 11일(금) 본선 진출 작품 선정 공고 3) 5월 22일(목) 본선 평가(작품전시회) 및 시상식 ※ 대회 준비 및 진행 사정에 따라 변동될 수 있음  □ 참가신청서 제출 ※홈페이지 공고문(안) 및 주의사항 필독※ - 제출기한: 2025.01.22(수)~03.21(금) (기한엄수) - 제출방법: office@railway.or.kr 이메일로 제출 - 제출서류: 참가신청서, 개인정보활용동의서, 작품소개서(ppt), 재학증명서(1개의 pdf파일로 제출)  □ 기타사항 - 문의 및 제출처(한국철도학회 사무국 ? 2025 학생 철도 창의 작품전 담당자) - 전화: 02-794-5162 / 이메일: office@railway.or.kr - 홈페이지 자주하는 질문(FAQ) 참고"
기획/아이디어,제1회 글로벌 숏폼 드라마 시나리오 공모전,비에이블컴퍼니,1월 20일(월) ~ 3월 16일(일),정보 없음,"1,551",0,0,https://cf-cpi.campuspick.com/activity/1737425178361106_thumb.jpg,https://www.campuspick.com/contest/view?id=27713,"5,000,000원",
기획/아이디어,[로레알코리아] 로레알2025 브랜드스톰 공모전,로레알코리아,2024년 12월 20일(금) ~ 3월 9일(일),정보 없음,"5,910",0,0,https://cf-cpi.campuspick.com/activity/1739433754336964_thumb.jpg,https://www.campuspick.com/contest/view?id=27581,"인턴채용, 해외연수","◆브랜드스톰은 로레알의 청년 인재 영입 프로그램입니다. * 지금 바로 브랜드스톰 공식 홈페이지에 가입하고 로레알의 인재 풀에 등록하세요! - 브랜드스톰 공식 홈페이지 https://bit.ly/4h6sZ01  이 중 하나라도 해당된다면… 너 내 동료가 돼라!  ▶ 이번 겨울 방학, 노는 것 대신 뭐라도 쌓아가고 싶은 사람! ▶ 로레알과의 찐-한 터치포인트를 만들고 싶은 사람 ▶ 로레알 지원받고 파리 갔다오고 싶은 사람! ▶ 로레알코리아 인턴십 기회를 얻고 싶은 사람! ▶ 세계가 무대! 글로벌 네트워크를 쌓고 싶은 사람! ▶ 로레알 본사(프랑스 파리)에서의 3개월간의 인턴십 기회를 얻고 싶은 사람!  ◆개요 로레알의 <브랜드스톰> 공모전은 전 세계 청년들에게 실제 비즈니스 사례를 미션으로 제시하여 혁신적인 아이디어를 창출할 수 있는 기회를 제공하는 프로그램입니다. 참가자들은 단순히 미션 과제를 제출하는 것이 아닌, 다양한 비즈니스 강의와 실무진의 멘토링에 참여함으로써 미래의 기업가로 성장하는 특별한 여정을 경험하게 됩니다!  ◆미션 주제 - 남성 뷰티 & 케어 아이디어를 제안해주세요. (MEN. BEAUTY & CARE. GAME ON) - 기술, 제품, 그 이상의 혁신 (Tech, Products and Beyond)을 통해 자유로운 아이디어를 제안해주세요.  ◆활동 내용 1. 3인 1팀 꾸리기 * 꿀팁! 성별 다양성을 갖춘 팀을 만들어보세요!  2. 미션 제출 (3분 팀 소개 영상 & 아이디어 슬라이드 3장) * 제출팀 전원에게 참가 증명서 발급 예정  3. 1차 전형 합격 팀 대상 국내 준결승  4. 국내 결승 및 국내 챔피언 선정  5. 국내 결승 우승팀은 국제대회 진출 in 프랑스 파리 & 로레알코리아 인턴십 입사  ◆자격 요건 - 18~30세 이하 청년 (재학생, 휴학생, 졸업생 포함) - 3명이 한 팀을 이루어 미션 진행  * 1차 미션 과제물 제출 이후 팀원 변경 불가 * 외국인은 국내 대학교에 재학중인 경우에만 참여 가능 * 지원 시점 및 국내 대회 일정 동안 한국에서 수학/거주하는 경우에만 참여 가능 * 참가제한 : 과거 브랜드스톰에 참가하여 국제 파이널을 경험한 참가자 or 최근 2년 내에 로레알 인턴십을 이수한 참가자 (Official Rules 파일 pg.1 참고)  ◆지원 방법 - Brandstorm.loreal.com 공식 홈페이지로 접속하여 사전등록 * Participating Country : South Korea 선택 - Brandstorm 계절학기 열심히 수강하고, 미션 제출 시에는 3분 팀 소개 영상 (MP4) & 3장의 아이디어 슬라이드 (PPT 또는 PDF) 업로드 필요! * 3분 팀 소개 영상 : 로레알이 묻는 5개의 질문에 답변하는 영상을 제출해주세요! (질문과 규칙은 RULES ? pg.2 ? 4. DELIVERABLES REQUIREMENTS를 확인해주세요.) * 참가에 앞서 공식 홈페이지의 “MISSION” 및 “RULES”를 반드시 확인하시길 바랍니다.  ◆기간 및 일정 - 지원 기간 : 2024. 12. 20 (금) ~ 2025. 03. 09 (일) 23:59 - 국내 준결승 : 4월 1일 - 국내 결승 : 4월 30일 - 국제 대회 : 2025년 6월 12 - 13일 * 상기 일정 및 진행방식 (온/오프라인)은 당사 사정 및 국제정세에 따라 변동될 수 있습니다.  ◆우승 및 참가 혜택 1. 국제대회 우승팀: * 프랑스 본사에서 3개월간의 인턴십 참여 및 로레알 소속 직원으로서 현직자 멘토링을 받으며 프로젝트를 실현할 수 있는 기회 부여  2. 국내 결승 우승팀 (1등): * 2025 하반기 로레알코리아 인턴십 기회 부여 & 프랑스 파리에서 진행하는 국제대회에 한국대표로 참여 (300만원 상당의 항공권, 숙박비, 식비, 교통비 전액 지원) * 수상자 공식 인터뷰 및 보도자료 발행  3. 국내 결승 준우승팀 (2,3등): * 2025 하반기 로레알코리아 인턴십 1차 서류전형 면제  4. 국내 결승 참가팀 전원: * 로레알코리아 공인 참가인증서 * 30만원 상당의 자사 제품 * 로레알코리아 Talent Pool로 관리 및 우수 활동자 정규직 채용   ◆문의 사항 - 공식홈페이지 [FORUM] 페이지에 문의 부탁드립니다."
