카테고리,제목,주최,조회수,D-day,접수기간,팀원 모집,댓글 수,포스터,상세 링크,상세 내용
강연/행사,대학생 멘토단 [진로스토리텔러] 12기 모집,시립마포청소년센터,"2,501",정보 없음,1월 2일(목) ~ 1월 18일(토),0,0,https://cf-cpi.campuspick.com/activity/1735808206484329.jpg,https://www.campuspick.com/activity/view?id=27537,"진로스토리텔러(a.k.a. 진스)는 초·중등 청소년 대상 진로 강연을 통해 나의 진로와 학과 스토리를 들려주는 활동을 합니다.  첫번째, 학과 이야기보다는 나의 진로 이야기를 중점적으로 나눕니다. 보통의 진로멘토링은 학과 소개만 진행하는 경우가 많아요. 하지만 진스는 학과소개보다는 청소년기를 지나오며 가졌던 진로 고민과 진로 설정 과정, 꿈을 위해 했던 노력, 시행착오, 극복과정을 주로 이야기합니다.  두번째, 청소년 전문가와 함께 다양한 역량 강화 활동을 진행합니다. 나를 이해하고 나의 진로를 돌아보는 '진로스토리텔링'역량 강화부터 스피치 교육, 관계형성 교육 등 강연 활동에 필요한 다양한 역량강화교육을 진행합니다! 교육을 바탕으로 나만의 강연 자료를 제작하고, 청소년지도사와 다른 단원들과 함께 모의강연을하며 강단에 설 준비를 충분히 진행하게 돼요.  세번째, 청소년들에게 '학과소개'가 아닌 '학과체험'을 제공합니다. 진스가 진로이야기'만' 하진 않아요! 다양한 진로의 길이 열려있는 만큼 다양한 학과가 존재한다는 것을 알리는 것도 진스의 역할이라고 생각합니다. 다만 그냥 하면 재미없잖아요! 진스 단원들이 각각의 '학과체험'을 기획하고 제공합니다. 나의 학과를 어떻게하면 청소년 친구들이 쉽게 이해하고 간접체험할 지 고민하는 것도 정말 즐거운 일이예요!  네번째, 나와 다른 사람들과 교류하는 기회를 가집니다. 센터 연합활동을 통해 청소년들을 만나는 연습을 하고, 단원들과 함께 새로운 진로프로그램을 개발해보고 직접 운영할 수 있습니다. 이 외에도 공모전, 자체 워크샵 등 새로운 도전의 길은 열려있으니 어떤 새로운 일을 해볼지 함께 고민해봐요!  [ 활동 안내 ]  1. 정기모임 : 2, 4주 토요일(2~5시) 정기모임 ※ 평일 중 서울지역 초·중학교 진로 멘토 강연 파견  2. 주요활동 : 스토리텔링 자료·학과체험 개발, 역량강화교육(스피치, PT 등), 강연·학과박람회 등 학교연계 멘토링 활동, 센터 내 동아리 연합활동 참여 등  3. 활동혜택 : 봉사활동 확인서(교육봉사), 활동수료증 발급, 우수 멘토 시상, 소정의 교통비 등 (학교연계 멘토링 파견 시)   [ 모집 안내 ]  1. 모집대상 : 청소년의 진로 고민을 함께해줄 대학(원)생 또는 휴학생  2. 모집기간 : ~1/18(토) 자정까지  3. 모집인원 : 30명 내외  4. 인터뷰 : 1월 25일 예정  5. 신청링크 : https://han.gl/41B8b  6. 합격 후 일정 : 2월 8일 (1박 2일 OT) 예정   [ 문의 ] 02-3153-5972 또는 카카오톡채널 '유스나루'"
강연/행사,제 16회 OVAL FORUM : 글로벌 사우스 부상과 한중일 진출 전략,OVAL KOREA,"1,034",정보 없음,1월 2일(목) ~ 1월 11일(토),0,0,https://cf-cpi.campuspick.com/activity/1735749472307943.jpg,https://www.campuspick.com/activity/view?id=27526,"안녕하세요, 한중일 대학생 연합단체 OVAL KOREA입니다! 곧 있으면 2024년이 막을 내리고, 많은 분들께서 새로운 한 해인 2025년을 기대하고 계실 텐데요??  2025년 1월 12일, 국내 대학생들이 경영?경제, 동북아시아 등과 관련한 지식을 함양할 수 있도록 외부에서 연사를 초청하여 진행하는 OVAL KOREA의 독자적인 정기 학술 행사, “OVAL FORUM”이 새해와 함께 찾아옵니다!  이번 포럼에서는 “글로벌 사우스 부상과 한중일 진출 전략”을 주제로 하여, 신흥 경제 블록으로 떠오르는 글로벌 사우스와 한중일 시장의 진출 전략을 다룰 예정입니다.  더하여 매년 엄청난 연사님들을 초청해 온 OVAL FORUM인 만큼, 이번 포럼도 많은 분들의 기대를 져버리지 않기 위해 역대급 연사님들을 모셨습니다! 어디에서도 경험할 수 없는 귀중한 시간이 될, 제 16회 OVAL FORUM의 주제를 타임라인과 함께 소개드립니다??  ?? 이런 분들에게 추천합니다 ?? ?국제관계, 경제, 경영에 관심이 있는 분 ?복잡한 최근 글로벌 경제 이슈에 대해 전문가의 설명이 듣고 싶은 분 ?미래 설계를 위하여 다양한 지식을 얻고자 하시는 분 ?급변하는 사회에 맞춘 새롭고 전문적인 지식을 원하는 분  많은 여러분의 관심과 적극적인 참여 부탁드립니다??  ?? 포럼 정보 일시 : 2025.01.12. (일) 14시~17시 주최 : OVAL KOREA, 국제지도자연합 주관 : OVAL KOREA 장소 : 서울창업허브 공덕(마포구 백범로31길 21) 세미나실1 주제 : 글로벌 사우스 부상과 한중일 시장 진출 전략   1부 < 아세안을 둘러싼 한중일의 협력과 경쟁 > ????? 연사 : 숙명여자대학교 박민정 교수님 ??학력 - 이화여자대학교 국제학 박사 - 런던정치경제대학교(LSE) 국제개발학 석사 - 성균관대학교 경제학 학사 ?? 경력 - [現] 숙명여자대학교 글로벌서비스학부 겸임교수(2020-현재) - [現] 한국동남아학회 국제이사 - [現] 한국유엔체제학회 국제이사 - [現] 국제개발협력학회 연구이사 - 독일 하인리히뵐 재단 동아시아사무소 외교안보담당관 - 아세안사무국 한-아세안협력사업팀 프로그램 매니저 - 외교부 전문관(개발정책과, 아프리카과)   2부 < 글로벌 사우스와 중남미 국제협력 이슈 탐색: 지속가능발전과 기후외교를 중심으로 > ????? 연사 : 국립외교원 하상섭 교수님 ??학력 - Univ. of Liverpool(UK) 중남미 지역학 박사 - Univ. of Birmingham(UK) 국제정치경제 석사 - 한국외국어대학교 스페인어학 학사 ?? 경력 - 한국외대 중남미연구소 책임연구원 - 한국외대 국제지역대학원 객원강의교수 - 한국외대 중남미연구소 대학중점사업 연구교수 - 한국외대 중남미연구소 인문한국플러스(HK+) 연구교수 - 한국라틴아메리카학회 학술이사 및 부회장  ??참가 신청 폼 [https://docs.google.com/forms/d/e/1FAIpQLSdWPM0WWQvPXjjlhyWDbHAkNvvbzoHpoLrg6T29m9AjjUNHTw/viewform](https://docs.google.com/forms/d/e/1FAIpQLSdWPM0WWQvPXjjlhyWDbHAkNvvbzoHpoLrg6T29m9AjjUNHTw/viewform)  ?문의 - 16th OVAL FORUM 오픈채팅방 [https://open.kakao.com/o/slGAnt3g](https://open.kakao.com/o/slGAnt3g) - OVAL KOREA 공식 인스타그램 [https://www.instagram.com/ovalkorea/](https://www.instagram.com/ovalkorea/) - OVAL KOREA 공식 블로그 [https://blog.naver.com/ovalkorea_blog](https://blog.naver.com/ovalkorea_blog)"
강연/행사,당신은 어떤 브랜드인가요? : 팀 화이트 28기 모집,한국소비자포럼,"12,165",정보 없음,1월 27일(월) ~ 2월 9일(일),3,18,https://cf-cpi.campuspick.com/activity/1737989844334788.jpg,https://www.campuspick.com/activity/view?id=27509,정보 없음
강연/행사,2025년 유스로 기획단 모집,시립금천청소년센터,"2,148",정보 없음,2024년 12월 28일(토) ~ 1월 25일(토),0,0,https://cf-cpi.campuspick.com/activity/1735280037155460.jpg,https://www.campuspick.com/activity/view?id=27503,정보 없음
강연/행사,[대한민국국회] 전주국제영화제 추천작 영화 상영,대한민국국회,"2,240",정보 없음,2024년 12월 26일(목) ~ 1월 9일(목),0,0,https://cf-cpi.campuspick.com/activity/1735779581486220.jpg,https://www.campuspick.com/activity/view?id=27498,"1월 국회문화극장 <룸 쉐어링>   1월 국회문화극장 <룸 쉐어링>은 여객기 참사 희생자와 유가족분들의 아픔을 함께하고자 무비토크, 사인 이벤트를 제외한 영화 상영만 진행됨을 알려드립니다. 이번 참사에 깊은 애도의 뜻을 표하며, 관람객 여러분의 양해 부탁드립니다.  ----------------------  2025년 1월 국회문화극장에서는 제23회 전주국제영화제 공식 초청작인 <룸 쉐어링>을 상영합니다. 데뷔 64년차 대한민국을 대표하는 나문희 배우가 출연하여 화제가 된 영화로, 까다롭고 별난 할머니 '금분'과 가족의 품을 그리워하는 대학생 '지웅'의 한집살이 프로젝트를 다룬 작품입니다.  <아이 캔 스피크><82년생 김지영> 등의 동시녹음 감독으로 영화 속 작은 소리에 귀를 기울여온 이순성 감독이 연출하고, '호박고구마' 할머니로 밈 트렌드를 이끌고 있는 자타 공인 세대차이 극복 전문 나문희 배우, 그리고 매 작품 변화무쌍한 캐릭터 소화력을 보여주고 있는 문동혁 배우가 출연하는 힐링 드라마입니다.   ○ 상영작 : 룸 쉐어링 (93분, 전체관람가) ○ 일 시 : 1월 9일(목) 19:00 - 19:00~20:35 영화 상영 ○ 장 소 : 국회의원회관 대회의실 ○ 예 약 : 선착순 온라인 무료예약 (국회 통합예약 홈페이지)  이순성 감독 - 영화 <춘사> 감독 - 영화 <아이 캔 스피크> <사자> <82년생 김지영> 등 동시녹음 감독  나문희 배우 - 영화 <소풍> <영웅> <오! 문희> <정직한 후보> <아이 캔 스피크> - 드라마 <나빌레라> <디어 마이 프렌즈> <왕가네 식구들> <엄마가 뭐길래> - 시트콤 <거침없이 하이킥> 외 다수 - 제55회 대종상영화제 여우주연상 - 제54회 백상예술대상 영화부문 여자 최우수 연기상 - 제38회 청룡영화상 여우주연상 - 제3회 대중문화예술상 보관문화훈장 외 다수 수상  문동혁 배우 - 영화 <세기말의 사랑> <시민덕희> <보이스> <악인전> - 드라마 <놀아주는 여자> <이번 생도 잘 부탁해> <너에게 가는 속도 493km> 등    ★ 영화 <룸 쉐어링> ★ 새벽부터 다시 새벽까지 알바 스케줄로 꽉 찬 대학생 '지웅'은 월세를 아끼려 룸 쉐어링을 신청한다. 도착하자마자 보게 된 건 온갖 라인으로 꽉 채워진 집안 꼬락서니. 그리고 까다롭고 별난 할머니 '금분'의 각종 금기 사항(?)들!  '금분'은 밥은 각자 해결, 물과 전기 절약 필수, 정갈하게 구분해둔 알록달록 각자의 라인 안에서만 생활하기 등 나혼산 라이프를 꿈꾸던 '지웅'에게는 너무나 불가능한 규칙들을 읊기 시작하고, 지웅'은 울며 겨자 먹기로 깐깐한 규칙들을 받아들이기로 하는데...  어디 하나 닮은 구석 없는 '금분'과 '지웅'의 물러설 수 없는 동거가 시작된다!"
강연/행사,[앵콜] 요즘 회사가 문과에게 기대하는 '진짜' 데이터 분석 능력 특강,코드잇,"2,480",정보 없음,2024년 12월 26일(목) ~ 1월 8일(수),0,5,https://cf-cpi.campuspick.com/activity/1735212364617374.jpg,https://www.campuspick.com/activity/view?id=27492,"지난 12월 진행한 데이터 분석 특강의 앵콜 요청이 많아 한 번 더 진행합니다. 여전히 데이터 분석이 막막한 문과 3~4학년 분들의 많은 참여 바랍니다.  [온라인 세미나 내용 구성]  1. 요즘 회사들이 문과 출신 신입 사원에게 기대하는 ‘진짜’ 데이터 분석 능력 2. 주니어 시절 겪게 될 데이터 분석 업무 & 미리 갖춰야 하는 역량 3. 취업에 필요한 데이터 분석 역량, 효율적으로 공부하는 방법  > 세미나 내용 살펴보기: https://bit.ly/409VmoA   ?? 일시 | 1월 9일 (목) 19:00~20:00  ?? 진행 | 온라인 세미나 (세미나 당일 문자로 Zoom 링크 전송)  ?? 대상 | 대학생 누구나 (취업을 앞둔 3-4학년 추천)  ?? 신청 | 구글 신청폼 제출: https://bit.ly/409VmoA (무료, 선착순 마감)  ?? 연사 | 홍 성 륜 - 현) 코드잇 사업개발 팀장 - 전) 월급쟁이부자들 시니어 PM - 전) 팀스파르타 PO - 전) 레드불 코리아 Brand Manger   ?? 1차 세미나 후기 살펴보기  - ""데이터분석에 관심이 있었지만 쉽게 다가갈 수 없었던 학생으로서 정말 유용한 시간이었습니다. 덕분에 파이썬과 캐글, GPT 등 제가 혼자서 시작할 수 있는 방법까지 깨닫고 갑니다."" (??????????, 김**님)  - ""세미나 내용이 너무 알찼습니다! 특히 현장에 있는 인사이트를 생생히 들을 수 있었어서, 동일한 내용이더라도 놓친 부분까지 완벽흡수하고 싶어서 한번 더 듣고 싶었던 강의였습니다!"" (??????????, 주**님)  - 매우 만족스러운 웨비나였습니다. 수업이 아니고 대외비도 있어 많은 자료는 아니었지만 최대한 실무자료에 가깝게 준비해주시고, 요점만 쉽게 보여주시려 노력하신 점이 잘 드러났습니다. 그리고 무엇보다 연사님께서 너무나 열정적이고 진심으로 참가자들의 문제를 해결해 주시려 노력해 주신 점이 너무나 감사했습니다. (??????????, 최**님)   ※ 문의: 코드잇 채널톡 > http://codeit.channel.io"
강연/행사,[DB] 제100회 대학생 온라인 기업경영체험스쿨 참가자 모집,DB김준기문화재단,"3,017",정보 없음,2024년 12월 24일(화) ~ 1월 16일(목),2,1,https://cf-cpi.campuspick.com/activity/1734998663008443.jpg,https://www.campuspick.com/activity/view?id=27479,정보 없음
강연/행사,??로컬 비즈니스의 가능성을 확인하는 ‘로컬 인사이트 트립’,사회적협동조합 멘토리,897,정보 없음,2024년 12월 24일(화) ~ 1월 10일(금),0,0,https://cf-cpi.campuspick.com/activity/1735019743597287.jpg,https://www.campuspick.com/activity/view?id=27477,"진짜 현장에서 ‘로컬 비즈니스’의 가능성을 발견하는 여행 ?? 대학생 창업가를 위한 <로컬 인사이트 트립 with 젬스톤>에 초대합니다! ??  로컬 기반 초기 창업가들을 지원하는 사회적협동조합 menTory 입니다 ?? 저희는 AC나 VC의 도움 없이도 초기 창업가들이 ""성장하고 도약""할 수 있도록 돕고 있어요. 이번에 기획한 '젬스톤 트립'은 로컬 비즈니스 기업을 방문해 직접 현장을 확인하고, 동료 대학생 창업가들과의 네트워킹 기회를 제공하기 위해 준비되었습니다. ???  ?? ""로컬에서의 비즈니스가 정말 가능한가요?"" ?? “농업, 기후테크 비즈니스의 현장을 두 눈으로 직접 확인하고 싶어!"" ?? ""나랑 비슷한 고민을 하는 대학생 창업가를 만날 공간은 없나?""  로컬에서 펼쳐지는 농업, 기후테크 비즈니스, 과연 가능한지 궁금한가요? 혼자서 고민하는 대학생 창업가의 삶, 외롭고 막막한가요? 동료들과 함께 로컬 현장에서 찐-하게 해답을 찾아봐요! ??  [행사 개요] ?? 일시 및 장소 - 1회차 (진천 뤁스퀘어) : 1월 18일(토) ~ 1월 19일(일) - 2회차 (울산 코끼리 공장) : 2월 1일(토) ~ 2월 2일(일) (* 원하는 회차를 선택하여 신청)  ? 모집 기간: 12월 23일(월) ~ 1월 10일(금) ?? 대상: 창업을 시작했거나 고민 중인 대학생 창업가 or 초기 창업가  [프로그램 내용] 1. 로컬 비즈니스 현장 방문 & 대표님과의 대화 ?? - 농업 기술, 업사이클링 비즈니스 현장을 직접 확인하며 창업 아이디어를 구체화 할 수 있는 시간! - 1회차 : 스마트 농업의 가능성, 스마트 팜 & 농업 기술 복합 문화 공간 **“진천 뤁스퀘어”** - 2회차 : 업사이클링 기술을 활용한, 토이 투 토이 **“울산 코끼리 공장”** - 프로그램 안내 페이지: https://buly.kr/HSWPKJd  2. 동료 대학생 창업가와의 네트워킹 ?? - 같은 고민을 가진 또래 창업가들과의 교류 기회! - 1박 2일, 함께 지내며 찐-하게 소통하는 기회!   [우대 조건] ?? 창업 경험이 있거나 최소 50만 원 이상의 수익을 창출한 팀 ?? 창업 동아리 또는 학회에서 6개월 이상 활동한 팀/개인 ?? 초기 창업의 고민을 함께 나누고, 성장할 네트워크를 찾고 계신가요?  지금 바로 신청하세요! ??  [신청 방법] - 신청 링크: https://buly.kr/AEzL6sD  [문의??] - 연락처: 010-4170-3354"
기타,[시립서울청소년센터] 캠프기획단 온기 참가자 모집,시립서울청소년센터,532,D-7,2월 17일(월) ~ 2월 28일(금),0,0,https://cf-cpi.campuspick.com/activity/1739767254124914.jpg,https://www.campuspick.com/activity/view?id=28007,"안녕하세요~! 캠프기획단 온기 담당자입니다! 우선 저희 프로그램에 관심가져주셔서 감사합니다.  캠프기획단 온기는 캠프 프로그램을 기획하고 운영하는 자치단입니다. 활동에 참가하는 청소년을 대상으로 기획 및 운영! 또래 대학생들과 교류할 수 있는 프로그램으로 !전회기! 참여하실 수 있는 대학생자치단원을 모집하고 있습니다~.  활동안내: -3월~12월 매월 2회 금요일 활동 -3월: 3월 14일(금) OT / -3월 22일(토) 청소년연합발대식 -4월: 프로그램 기획 교육 및 캠프 프로그램 기획 -5월~6월: 캠프 프로그램 기획(꿀밤 및 스쿨오브캠핑) -7월: 꿀밤 및 스쿨오브 캠핑 운영, 청소년 연합교류회 -8월: 청소년 역사문화교류캠프 기획 및 운영 -9월: 온기 MT 및 프로그램 기획 -10월: 꿀밤 및 스쿨오브캠핑 운영 -11월: 꿀밤 및 스쿨오브캠핑 운영 -12월: 청소년 연합 보고회 및 수료식 진행  활동혜택 - 직접 기획한 캠프 프로그램을 다양한 청소년들과 만나며 운영할 수 있는 경험 제공! - 예비 청소년지도사로써의 역량 향상! - 위촉장 및 수료증 수여!(대외활동 경험 쑥쑥!, 청소년활동 경험 쑥쑥!) - 봉사활동 최소 80시간 이상 부여!  신청방법 - QR코드 스캔 후 참가 신청서 제출(https://forms.gle/pZcvNKGQcJtKuf127) - 신청서 제출 후 서류 통과자 개인연락 예정 - 서류합격자 면접일정: 3월 7일(금) / 13:00~(참가자 별 면접 시간 상이)  문의사항: 시립서울청소년센터 복지사업팀 070-4268-4339"
기타,2025년 영상 동아리 '서초통통TV' 참가자 모집,방배유스센터,356,D-10,2월 14일(금) ~ 3월 3일(월),0,0,https://cf-cpi.campuspick.com/activity/1739531751870756.jpg,https://www.campuspick.com/activity/view?id=27994,정보 없음
기타,사상구청소년유해환경감시단원 모집,사상구청소년수련관,27,D-14,2월 15일(토) ~ 3월 7일(금),0,0,https://cf-cpi.campuspick.com/activity/1739598543261391.jpg,https://www.campuspick.com/activity/view?id=27992,"[사상구청소년수련관 ""청소년 유해 환경 감시단"" 모집합니다]  ""사상구의 각종 유해환경으로부터 청소년을 보호하고 정화를 위한 감시,고발 활동을 수행하는 단체""  ○ 활동명: 청소년 유해환경감시단 ○ 활동기간: 2025년 3월~12월 ○ 대상: 20~24세 후기 청소년, 10명 ○ 활동 내용 ▶ 월 1회 정기모임 및 감시활동 ▶ 지역 축제 참여 등 ○ 활동 혜택 ▶ 자원봉사활동시간 지급 ▶ 소정의 활동비 지급 등 ○ 접수 방법 ▶ 홍보지 내 신청 QR코드 작성  ★문의사항★ ☎ 051-316-2214 (내선 5번) ☎ 070-5158-8535 (직통번호)"
기타,사상구청소년수련관 청소년참여위원회 '사상타울' 모집,사상구청소년수련관,136,D-4,2월 15일(토) ~ 2월 25일(화),0,0,https://cf-cpi.campuspick.com/activity/1739598426545412.jpg,https://www.campuspick.com/activity/view?id=27991,"[사상구청소년수련관 청소년참여위원회 '사상타울' 모집합니다] ""청소년의 시선에서, 청소년의 정책을 탐구하고 제안힙니다!""  ○ 활동명: 청소년참여위원회 사상타울  ○ 활동기간: 2025년 3월~12월 ○ 대상: 14~24세 후기 청소년, 10명  ○ 활동 내용 ▶ 청소년 정책제안 및 지역사회 참여활동 ▶ 타 기관과의 교류활동 등  ○ 활동 혜택 ▶ 자원봉사활동시간 지급 ▶ 사상구청장 명의 위촉장 발급 ▶ 지역사회 참여활동 등  ○ 접수 방법 ▶ 청소년참여위원회 홍보지 내 신청 QR코드 또는 하단 구글폼 신청서 작성 ▶ https://forms.gle/CZxAiPE6VdRSpSii9  ★문의사항★ ☎ 051-316-2214 (내선 5번) ☎ 070-5158-8996 (직통번호)"
기타,2025년 제1기 스포츠자치단 '난나핏' 추가모,시립강북청소년센터,357,D-7,2월 15일(토) ~ 2월 28일(금),0,0,https://cf-cpi.campuspick.com/activity/1739586269372546.jpg,https://www.campuspick.com/activity/view?id=27987,정보 없음
기타,2025년 사진 프로젝트 '시선' 참가자 모집,방배유스센터,819,D-10,2월 13일(목) ~ 3월 3일(월),0,0,https://cf-cpi.campuspick.com/activity/1739438586654567.jpg,https://www.campuspick.com/activity/view?id=27971,정보 없음
기타,[청년문간] 2025 세대공감잇다 - 청년이 써가는 어르신 자서전,청년문간사회적협동조합,542,D-2,2월 13일(목) ~ 2월 23일(일),0,0,https://cf-cpi.campuspick.com/activity/1739425503459438.jpg,https://www.campuspick.com/activity/view?id=27969,정보 없음
기타,[Kia프렌토링] 교육소외계층 청소년을 위한 교육 멘토 모집,방배아트유스센터,"1,513",D-3,2월 13일(목) ~ 2월 24일(월),0,0,https://cf-cpi.campuspick.com/activity/173940907886179.jpg,https://www.campuspick.com/activity/view?id=27963,"??2025년 Kia와 함께하는 기아프렌토링 멘토를 모집합니다??  ▶ KIA 프렌토링은 KIA주식회사 사회공헌사업의 일환으로 교육취약계층 청소년과 1:1로 매칭되어 학습, 체험 기회를 제공하는 전문 멘토링 사업입니다  ▶ KIA 프렌토링 멘토는 청소년에 관심이 많은 대학교 재학 및 휴학생, 20세 이상 청년 누구나 지원하실 수 있습니다! Kia주식회사와 방배유스센터가 진행하는 KIA프렌토링에서 청소년의 건강한 성장을 위해 2025년을 함께할 분들의 많은 참여를 바랍니다.  □ 모집대상 - 대학교 재학 및 휴학생, 20세 이상 청년 (20세 이상) - 청소년(멘티)과 함께 성장을 위한 활동에 적극적으로 참여 가능한 자 - 정기활동(학습, 체험활동 등)에 지속적으로 참여가 가능한 자  ※ 단기활동이 아닌 1년간 청소년과 함께하는 장기활동으로 청소년의 성장을 목표로 함께 해주실 분  ※ 단순 학습 과외의 형식으로 운영하실 분 보다는 주도적 학습을 할 수 있도록 지도하고 꿈을 찾을 수 있도록 식견을 넓혀주실 분  □ 활동내용 - 활동기간 : 2025. 3. ~ 12. 1년간 - 활동장소 : 방배유스센터 / 서초구 내 학교(배정멘티에 따라 달라질 수 있음) (이 외 협의 가능) - 활동내용 : * 1:1멘토링 활동 청소년과 1:1로 매칭되어, 주 1회 이상 학습활동 / 월 1회 체험활동 / 캠프 참여 * KIA멘토단 활동 활동기간 중 KIA 멘토링 네트워크 프로그램 3회 이상 진행 (오리엔테이션, KIA임직원과의 1:1멘토링, 분기별 멘토회의, 결과공유회 등)  ※ 일정 참여횟수 미달시 기준 미충족으로 수료증 발급 불가, KIA대표이사 표창기회 제공 등 멘토 대상 혜택에 대한 불이익이 있을 수 있습니다.  □ 활동혜택 - 소정의 활동비 또는 봉사활동 택 1 지급 - 서초구청장 명의 수료증 발급(기준 충족 시) - KIA대표이사 또는 방배유스센터장 표창 기회 제공 - KIA임직원과의 1:1멘토링 참여 기회 제공  □ 지원방법 구글폼을 통한 신청 https://forms.gle/3kqTdrDaKDTZ4myg6  □ 문의 - 전화 문의: 서초구립 방배유스센터 예술사업팀070-4858-1826 - 이메일 문의: bbyouth@naver.com - 카카오톡 문의 : https://open.kakao.com/o/sVDRVBzg"
기타,2025년 부천시청소년센터 청소년운영위원회 '청포도' 23기 모집,부천시청소년센터,274,D-DAY,2월 12일(수) ~ 2월 21일(금),0,0,https://cf-cpi.campuspick.com/activity/1739342143521508.jpg,https://www.campuspick.com/activity/view?id=27951,정보 없음
기타,평택시국제교류재단 통·번역 서포터즈 모집,평택시국제교류재단,"1,350",D-3,2월 3일(월) ~ 2월 24일(월),0,1,https://cf-cpi.campuspick.com/activity/1739334095734932.jpg,https://www.campuspick.com/activity/view?id=27944,정보 없음
기타,[굿네이버스 대전충북사업본부] 2025년 성폭력예방인형극 강사 모집,굿네이버스 대전충북사업본부,290,D-DAY,2월 10일(월) ~ 2월 21일(금),0,0,https://cf-cpi.campuspick.com/activity/1739172878971466.jpg,https://www.campuspick.com/activity/view?id=27916,정보 없음
기타,[문화체육관광부] 18기 대한민국 바로알림단 모집,문화체육관광부,"1,158",D-11,2월 12일(수) ~ 3월 4일(화),0,0,https://cf-cpi.campuspick.com/activity/173915330177196.jpg,https://www.campuspick.com/activity/view?id=27904,정보 없음
기타,[하나은행] 2025년 디지털하나路 교육생 모집!! (~25.02.23(,하나은행,"2,807",D-2,2월 10일(월) ~ 2월 23일(일),0,0,https://cf-cpi.campuspick.com/activity/1739168139528488.jpg,https://www.campuspick.com/activity/view?id=27878,정보 없음
기타,[경기광주] 2025년 진로 탐색 프로젝트 <대학생 진로 멘토단> 모집,광주시 청소년수련관,156,D-14,2월 11일(화) ~ 3월 7일(금),0,0,https://cf-cpi.campuspick.com/activity/1738894643303234.jpg,https://www.campuspick.com/activity/view?id=27867,정보 없음
기타,[모집] 2025년도 수원청소년문화센터 대학생 문화기획단원 추가 모집,수원시청소년청년재단,382,D-12,2월 5일(수) ~ 3월 5일(수),0,0,https://cf-cpi.campuspick.com/activity/1738738818125384.jpg,https://www.campuspick.com/activity/view?id=27852,"★2025. 수원청소년문화센터 대학생문화기획단 모집    수원청소년문화센터에서는 2025년 청소년 문화 공간조성 및 축제프로그램을 함께 기획하고 운영해나갈 열정 있는 대학생 친구들을 모집합니다. 청소년활동 및 문화기획에 관심이 있고 관련 진로 탐색을 희망하는 학생에게 다양한 기회를 제공하고자 하오니 관심 있는 대학생들의 많은 관심과 지원 바랍니다!    | 접수기간: 2025. 3. 5. (수) 까지 (상황에 따라서 조기마감 될 수 있습니다)  | 모집분야: 대학생문화기획단  | 모집절차: 1차 서류심사 → 2차 면접 → 최종합격자 선정 (※ 면접 및 최종합격 날짜는 추후 별도 공지 예정)  | 접수방법: 아래 링크 접수 및 구글폼 QR코드 스캔 후 신청서 제출  https://forms.gle/kvQJR3dHJSnfZZ4G9  ※ 서류합격자에게는 개별 연락이 갈 예정입니다.      ■ 지원 자격  - 청소년, 사회복지학과 등 관련 재학생 또는 문화기획에 관심과 열정이 있는 대학생    ■ 활동기산  2025. 3~12월    ■ 활동 내용  - 청소년, 청년 축제기획 및 운영 (기획, 공연, 홍보팀 구성하여 운영)  - 축제 및 문화기획 역량강화 전문교육 - 청소년, 청년 소통 콘텐츠 기획 및 교류활동    ■ 활동 혜택  - 봉사활동 확인증, 활동증명서 발급  - 축제, 활동프로그램 운영 시 기준에 따른 활동비 지급  - 연말 우수 활동자 시상 등    ■ 문의 사항  - 031-218-0414"
기타,[상계청소년문화의집] 너나들이 미디어 기획단 신규단원 모집,노원구립 상계청소년문화의집,196,D-7,2월 4일(화) ~ 2월 28일(금),0,0,https://cf-cpi.campuspick.com/activity/1738655478443370.jpg,https://www.campuspick.com/activity/view?id=27834,정보 없음
기타,★2025 달성군청소년센터 청소년자치기구 大모집!!★,달성군청소년센터,143,D-7,2월 3일(월) ~ 2월 28일(금),0,0,https://cf-cpi.campuspick.com/activity/173856911105442.jpg,https://www.campuspick.com/activity/view?id=27810,"★2025 달성군청소년센터 청소년자치기구 大모집!!★ ▶ 신청기간 : 2025. 2. 3.(월)~모집 마감 시 ※ 활동기간 : 2025. 3.~12. ▶ 모집분야 ? 청소년참여위원회 - 활동내용: 청소년 정책제안, 권익증진 활동, 전문교육, 정책발굴 견학, 정기회의 등 - 문의사항: 053-670-1361 ? 청소년운영위원회 - 활동내용: 정기회의(월 1회), 시설 및 프로그램 모니터링, 청소년제안활동, 시설장 간담회 등 - 문의사항: 053-670-1351 ? 청소년기획단 - 활동내용: 청소년어울림마당 기획 및 운영, 아이디어 발굴 견학, 평가회의 등 - 문의사항: 053-670-1313 ? 청소년동아리 - 활동내용: 청소년 5인 이상으로 구성된 동아리 지원(밴드, 봉사, 댄스, 미술 등 다양한 분야 가능!!) - 문의사항: 053-670-1344 ★ 활동헤택 : 자원봉사활동시간 지급, 센터에서 운영하는 청소년활동 우선 참가기회 제공 !! ▶ 신청링크 - 청소년참여위원회 : https://naver.me/IDF0ONxC - 청소년운영위원회 : https://naver.me/5MVW0IaL - 청소년기획단 : https://naver.me/IFg4sV0Y - 청소년동아리 : https://naver.me/GBF1eGwM ♥ 청소년동아리 신청 시 첨부파일에 있는 신청서 다운로드 받아서 작성하여 [ konkom7@naver.com ]로 제출 해주세요. ♥"
